0,country,groups,deviceid,device,sellerid,itemid,date,views,clicks,revenue,Row Labels,Sum of clicks,Sum of revenue,Count of 0
2274,US,treatment,18570,Other,457,1765,5/8/17,5,1,0,,,,
8908,US,control,18573,Android,489,1426,5/8/17,3,0,0,,,,
1348,US,control,18574,Android,329,2796,5/8/17,7,0,0,,,,
3066,US,treatment,18577,Other,148,1109,5/8/17,9,1,0,,,,
7323,US,treatment,18580,Other,182,1878,5/8/17,10,2,0,,,,
3159,CN,treatment,18582,Android,479,1861,5/8/17,7,0,0,,,,
6130,GB,control,18604,Other,393,2458,5/8/17,5,3,0,,,,
2755,US,treatment,18605,Web,325,2757,5/8/17,4,2,0,,,,
9214,US,control,18609,Android,471,1114,5/8/17,5,1,0,,,,
4916,US,control,18610,Other,343,2901,5/8/17,2,0,0,,,,
2102,US,control,18623,Web,414,1660,5/8/17,4,1,0,,,,
3143,CN,treatment,18638,Android,379,2423,5/8/17,6,1,0,,,,
2819,US,control,18645,Web,243,2174,5/8/17,7,1,0,,,,
9057,CN,treatment,18650,Android,332,1016,5/8/17,2,0,0,,,,
8461,CA,treatment,18657,Android,487,1087,5/8/17,6,0,0,,,,
3489,US,treatment,18659,Web,449,2816,5/8/17,8,2,0,,,,
7165,US,treatment,18662,Ios,249,2346,5/8/17,3,0,0,,,,
3233,CN,control,18665,Android,375,1669,5/8/17,9,1,0,,,,
3571,US,treatment,18672,Web,267,2842,5/8/17,7,0,0,,,,
1275,GB,treatment,18688,Other,346,1668,5/8/17,10,1,73.9415678,,,,
6477,CA,treatment,18689,Android,299,2113,5/8/17,4,2,0,,,,
4628,US,treatment,18697,Android,265,2625,5/8/17,4,0,0,,,,
7132,US,control,18698,Android,115,2752,5/8/17,7,1,0,,,,
8122,GB,control,18706,Android,123,2268,5/8/17,6,1,0,,,,
6607,US,treatment,18707,Android,328,2209,5/8/17,12,0,0,,,,
3196,US,control,18710,Web,323,2547,5/8/17,5,3,0,,,,
5802,US,control,18720,Ios,310,1152,5/8/17,4,0,0,,,,
1506,CN,treatment,18731,Web,292,2981,5/8/17,7,1,0,,,,
9371,CN,control,18734,Web,126,1901,5/8/17,6,2,0,,,,
7294,CA,control,18739,Ios,200,2710,5/8/17,9,0,0,,,,
8422,US,treatment,18755,Web,116,1486,5/8/17,5,2,88.71841449,,,,
3618,US,treatment,18769,Web,472,1098,5/8/17,8,2,0,,,,
5989,GB,treatment,18780,Other,482,2312,5/8/17,5,1,0,,,,
6424,CA,control,18785,Web,114,1360,5/8/17,11,4,0,,,,
6394,CA,control,18799,Ios,225,2304,5/8/17,5,0,0,,,,
6077,CN,control,18804,Web,304,2596,5/8/17,8,0,0,,,,
1753,GB,treatment,18823,Android,472,1061,5/8/17,5,1,0,,,,
2447,GB,treatment,18829,Other,266,1285,5/8/17,7,0,0,,,,
1944,GB,treatment,18830,Android,365,1933,5/8/17,6,2,0,,,,
2991,CA,treatment,18841,Android,121,1324,5/8/17,4,0,0,,,,
2419,CA,treatment,18842,Android,485,2015,5/8/17,6,2,0,,,,
1979,GB,treatment,18847,Other,429,2718,5/8/17,6,3,91.52143894,,,,
7682,US,control,18857,Android,450,2422,5/8/17,4,1,0,,,,
9887,GB,control,18860,Android,248,2315,5/8/17,3,1,0,,,,
5325,CN,control,18862,Ios,342,1640,5/8/17,8,4,0,,,,
1471,CN,treatment,18890,Other,459,2636,5/8/17,4,0,0,,,,
9457,CN,control,18905,Other,314,2325,5/8/17,8,1,0,,,,
5749,CA,treatment,18906,Android,257,1310,5/8/17,1,0,0,,,,
7011,GB,treatment,18929,Other,265,1205,5/8/17,8,1,0,,,,
8705,GB,treatment,18932,Web,483,2244,5/8/17,4,1,0,,,,
2663,US,treatment,18933,Other,372,2876,5/8/17,8,3,0,,,,
9812,US,treatment,18940,Web,226,1405,5/8/17,6,0,0,,,,
8075,US,control,18941,Web,117,2217,5/8/17,6,2,0,,,,
4966,US,treatment,18950,Web,397,2344,5/8/17,6,1,79.54046139,,,,
1662,CN,control,18953,Android,368,1006,5/8/17,6,0,0,,,,
5724,CA,treatment,18963,Ios,497,2316,5/8/17,5,0,0,,,,
4955,GB,control,18971,Web,213,2076,5/8/17,5,1,0,,,,
9499,US,treatment,18974,Ios,171,2134,5/8/17,7,0,0,,,,
3141,CA,control,18991,Ios,386,1531,5/8/17,9,3,0,,,,
2605,GB,control,18993,Ios,416,2148,5/8/17,10,1,0,,,,
8348,GB,control,19002,Android,432,1931,5/8/17,7,2,0,,,,
9448,CN,treatment,19028,Ios,226,2940,5/8/17,9,2,0,,,,
8581,US,treatment,19031,Ios,417,1432,5/8/17,8,1,0,,,,
5346,US,treatment,19036,Ios,422,1103,5/8/17,6,2,0,,,,
4286,CN,control,19041,Web,388,1954,5/8/17,9,2,0,,,,
6264,CA,treatment,19042,Ios,351,1536,5/8/17,2,0,0,,,,
4067,CA,treatment,19054,Web,235,2325,5/8/17,7,2,0,,,,
8477,US,control,19063,Other,114,2078,5/8/17,7,1,0,,,,
5687,US,treatment,19072,Web,384,2330,5/8/17,6,1,0,,,,
6719,US,treatment,19080,Android,360,2013,5/8/17,7,2,0,,,,
3704,US,control,19108,Other,445,2062,5/8/17,6,0,0,,,,
NA,CA,control,19111,Ios,494,1336,5/8/17,7,0,0,,,,
2797,US,treatment,19118,Ios,269,1954,5/8/17,11,3,0,,,,
1505,US,control,19120,Ios,452,1895,5/8/17,9,1,0,,,,
5004,US,treatment,19123,Ios,150,1279,5/8/17,9,0,0,,,,
2470,US,treatment,19138,Android,331,2775,5/8/17,3,1,0,,,,
9513,CA,treatment,19145,Android,337,2032,5/8/17,4,1,0,,,,
3317,US,treatment,19172,Android,417,2859,5/8/17,5,0,0,,,,
4304,CA,control,19174,Other,256,1697,5/8/17,7,0,0,,,,
2076,US,control,19181,Android,220,1933,5/8/17,7,2,0,,,,
1174,US,treatment,19191,Web,327,1076,5/8/17,4,0,0,,,,
8766,CN,control,19208,Ios,126,2340,5/8/17,9,0,0,,,,
2942,CA,treatment,19210,Android,340,2625,5/8/17,7,1,0,,,,
9722,CN,control,19214,Android,159,2908,5/8/17,7,1,0,,,,
6718,CN,treatment,19215,Web,297,1319,5/8/17,10,0,0,,,,
5046,CN,control,19243,Android,415,1445,5/8/17,9,1,84.87720694,,,,
6029,CA,control,19253,Other,448,1282,5/8/17,9,1,94.99465196,,,,
1627,CN,control,19260,Web,267,2511,5/8/17,5,0,0,,,,
5479,US,treatment,19277,Android,451,2910,5/8/17,5,1,0,,,,
7320,CN,treatment,19283,Web,235,2047,5/8/17,6,0,0,,,,
9785,CN,treatment,19290,Android,427,2074,5/8/17,6,2,108.966894,,,,
4389,CN,control,19294,Web,169,1672,5/8/17,4,0,0,,,,
5630,CN,treatment,19295,Android,271,1699,5/8/17,14,3,0,,,,
2296,CA,control,19297,Web,228,1010,5/8/17,5,0,0,,,,
6334,CA,treatment,19308,Android,300,1573,5/8/17,5,1,0,,,,
9836,US,control,19310,Ios,183,2473,5/8/17,3,0,0,,,,
1665,GB,control,19329,Web,250,1225,5/8/17,6,2,0,,,,
4913,US,control,19334,Android,278,2867,5/8/17,4,2,84.75603375,,,,
2704,US,control,19341,Web,281,2679,5/8/17,5,1,0,,,,
7716,CN,treatment,19346,Ios,254,2430,5/8/17,3,1,0,,,,
8405,CA,control,19354,Android,273,2060,5/8/17,6,0,0,,,,
3013,US,control,19373,Android,451,1950,5/8/17,9,2,0,,,,
2855,CN,control,19375,Other,411,2953,5/8/17,6,0,0,,,,
4969,US,control,19401,Android,195,2288,5/8/17,7,0,0,,,,
9814,CN,treatment,19406,Android,233,2862,5/8/17,5,1,0,,,,
9421,US,control,19422,Android,194,1791,5/8/17,4,0,0,,,,
4572,US,treatment,19439,Ios,248,1868,5/8/17,2,0,0,,,,
1408,US,treatment,19459,Web,310,2497,5/8/17,4,0,0,,,,
8278,US,treatment,19460,Web,207,2361,5/8/17,8,1,0,,,,
9536,CA,treatment,19484,Web,119,1020,5/8/17,9,0,0,,,,
8951,CN,treatment,19489,Web,208,2459,5/8/17,3,0,0,,,,
3731,GB,control,19490,Web,428,2851,5/8/17,5,0,0,,,,
5655,US,treatment,19493,Ios,356,2075,5/8/17,7,2,0,,,,
6274,US,control,19503,Other,500,2224,5/8/17,9,2,0,,,,
3555,CN,control,19517,Other,402,1043,5/8/17,10,3,0,,,,
2503,GB,control,19522,Android,289,1534,5/8/17,6,0,0,,,,
3027,CN,treatment,19535,Android,382,1275,5/8/17,4,1,0,,,,
4459,GB,control,19538,Web,161,1953,5/8/17,6,1,0,,,,
7531,US,treatment,19542,Android,369,1783,5/8/17,10,1,0,,,,
8667,US,control,19556,Web,326,1984,5/8/17,5,1,0,,,,
9124,CA,treatment,19565,Android,305,1265,5/8/17,5,2,0,,,,
2013,US,control,19577,Ios,367,2659,5/8/17,7,0,0,,,,
4534,CA,treatment,19580,Android,125,2618,5/8/17,3,1,0,,,,
5419,CN,treatment,19588,Other,319,2170,5/8/17,4,1,0,,,,
2802,US,treatment,19598,Web,187,2898,5/8/17,7,0,0,,,,
1429,CN,treatment,19619,Ios,266,1422,5/8/17,7,1,0,,,,
7616,US,treatment,19653,Web,269,1978,5/8/17,7,1,0,,,,
7688,CA,treatment,19658,Web,108,2521,5/8/17,3,1,0,,,,
6168,GB,control,19675,Android,106,1078,5/8/17,5,2,0,,,,
9930,CA,treatment,19677,Web,122,1290,5/8/17,9,2,0,,,,
3235,GB,control,19685,Web,320,1495,5/8/17,3,1,0,,,,
1520,US,treatment,19698,Web,404,1401,5/8/17,6,1,0,,,,
8312,GB,control,19710,Android,500,1875,5/8/17,9,2,0,,,,
1697,US,control,19737,Ios,266,1475,5/8/17,7,1,0,,,,
2904,US,control,19740,Ios,255,1136,5/8/17,5,1,93.51939217,,,,
3005,GB,treatment,19757,Android,210,2077,5/8/17,9,3,78.2784502,,,,
3171,US,treatment,19769,Android,124,1094,5/8/17,6,1,0,,,,
2837,US,control,19771,Other,408,1844,5/8/17,6,0,0,,,,
5385,US,treatment,19772,Ios,140,2697,5/8/17,2,1,0,,,,
5085,CN,control,19774,Ios,235,2942,5/8/17,6,0,0,,,,
1115,US,treatment,19786,Web,160,1197,5/8/17,5,1,0,,,,
6376,US,control,19788,Web,360,1911,5/8/17,3,0,0,,,,
7779,US,control,19791,Web,134,1428,5/8/17,4,0,0,,,,
9114,US,control,19799,Other,115,2398,5/8/17,2,1,0,,,,
9600,US,treatment,19809,Web,343,2825,5/8/17,6,2,0,,,,
1116,CN,treatment,19810,Android,434,2838,5/8/17,10,5,0,,,,
5990,GB,control,19820,Android,207,2318,5/8/17,4,0,0,,,,
6611,US,treatment,19839,Android,303,2629,5/8/17,6,0,0,,,,
4604,CA,treatment,19844,Other,405,2540,5/8/17,8,2,112.5651561,,,,
8796,US,control,19856,Ios,268,2563,5/8/17,5,1,0,,,,
8866,US,control,19859,Android,334,1947,5/8/17,7,2,90.77807155,,,,
6540,US,treatment,19873,Android,224,1371,5/8/17,3,0,0,,,,
3827,GB,control,19895,Web,262,1825,5/8/17,3,0,0,,,,
7722,US,treatment,19898,Web,370,1480,5/8/17,4,0,0,,,,
9716,GB,control,19900,Android,268,1546,5/8/17,11,4,0,,,,
8784,CA,control,19902,Other,281,1593,5/8/17,9,2,0,,,,
6065,US,treatment,19906,Other,218,2306,5/8/17,7,1,0,,,,
6510,CA,control,19907,Other,114,2113,5/8/17,8,2,0,,,,
6513,GB,control,19941,Android,432,1817,5/8/17,5,1,0,,,,
4383,CA,control,19942,Ios,453,2007,5/8/17,6,3,90.2401901,,,,
4840,US,treatment,19943,Web,434,2031,5/8/17,6,1,117.822771,,,,
5401,US,control,19954,Web,300,1776,5/8/17,6,1,0,,,,
5722,US,treatment,19957,Android,359,1985,5/8/17,10,1,116.476343,,,,
5585,US,treatment,19970,Web,107,2981,5/8/17,5,2,108.9591872,,,,
3221,GB,control,19972,Ios,388,2371,5/8/17,5,2,0,,,,
3954,US,treatment,19973,Android,328,2374,5/8/17,6,3,109.1410385,,,,
8727,GB,treatment,19975,Android,402,2796,5/8/17,8,3,106.3129792,,,,
2300,CN,treatment,19983,Ios,457,1079,5/8/17,6,3,88.90588314,,,,
1703,CN,control,19987,Other,415,2624,5/8/17,6,2,84.17730333,,,,
5554,CA,control,19988,Ios,337,1502,5/8/17,7,2,0,,,,
2716,CA,treatment,5002,Other,220,1951,5/9/17,3,1,0,,,,
1786,US,treatment,5015,Android,221,2547,5/9/17,2,0,0,,,,
8731,GB,treatment,5025,Android,335,1325,5/9/17,2,1,0,,,,
1735,US,treatment,5031,Android,335,1292,5/9/17,7,1,0,,,,
9904,CN,treatment,5032,Ios,303,1994,5/9/17,3,0,0,,,,
3342,US,control,5033,Web,158,2560,5/9/17,3,1,0,,,,
9031,CN,treatment,5052,Android,207,1454,5/9/17,4,2,0,,,,
4215,US,treatment,5056,Android,235,2044,5/9/17,5,0,0,,,,
7743,GB,control,5057,Android,125,2913,5/9/17,5,1,0,,,,
9689,CN,control,5066,Ios,271,1319,5/9/17,11,3,95.78160955,,,,
2196,GB,treatment,5075,Ios,116,2494,5/9/17,2,0,0,,,,
6980,CN,treatment,5094,Ios,459,2189,5/9/17,6,2,0,,,,
9387,US,treatment,5099,Android,266,1305,5/9/17,9,2,0,,,,
8034,CA,control,5104,Other,116,1803,5/9/17,6,4,0,,,,
5084,CN,control,5105,Android,414,2622,5/9/17,6,3,108.1297436,,,,
5970,CA,control,5106,Other,386,2446,5/9/17,6,1,0,,,,
9676,US,treatment,5108,Other,220,1741,5/9/17,5,1,78.57679715,,,,
7901,US,control,5116,Android,458,2594,5/9/17,8,1,0,,,,
8857,GB,treatment,5121,Ios,482,1970,5/9/17,11,0,0,,,,
4997,US,treatment,5132,Ios,466,2182,5/9/17,9,1,89.33557628,,,,
3545,CN,treatment,5161,Other,237,2139,5/9/17,5,0,0,,,,
7407,GB,treatment,5173,Web,357,1785,5/9/17,3,0,0,,,,
6496,GB,treatment,5198,Web,291,2857,5/9/17,5,1,0,,,,
3665,CA,treatment,5219,Other,111,2772,5/9/17,5,1,0,,,,
6347,US,control,5268,Other,410,2681,5/9/17,2,1,136.740968,,,,
1146,CN,treatment,5272,Other,322,2292,5/9/17,7,1,0,,,,
8683,GB,treatment,5281,Android,484,1829,5/9/17,6,0,0,,,,
1464,CN,control,5284,Android,339,2176,5/9/17,7,1,0,,,,
8233,CA,treatment,5290,Web,489,1070,5/9/17,6,2,0,,,,
6514,CN,treatment,5294,Android,146,2846,5/9/17,7,1,59.96361215,,,,
1477,CA,control,5312,Ios,448,1544,5/9/17,4,0,0,,,,
8491,GB,treatment,5315,Android,218,2643,5/9/17,4,1,0,,,,
8970,US,control,5321,Ios,487,1370,5/9/17,2,0,0,,,,
4326,US,control,5329,Ios,431,1471,5/9/17,4,0,0,,,,
3877,GB,control,5330,Android,437,1373,5/9/17,3,0,0,,,,
3900,US,control,5337,Android,183,2623,5/9/17,2,0,0,,,,
3114,CN,treatment,5344,Android,338,2571,5/9/17,5,3,0,,,,
2844,GB,treatment,5348,Other,177,1975,5/9/17,10,3,0,,,,
9898,GB,treatment,5365,Web,294,1589,5/9/17,6,0,0,,,,
7512,CN,treatment,5366,Android,133,2755,5/9/17,4,1,0,,,,
1495,US,treatment,5370,Web,349,2956,5/9/17,4,1,0,,,,
6658,CN,control,5375,Ios,245,2790,5/9/17,6,2,120.0867437,,,,
1684,CN,treatment,5393,Android,290,1569,5/9/17,1,0,0,,,,
6597,CA,treatment,5404,Web,164,1669,5/9/17,1,0,0,,,,
8018,US,treatment,5432,Ios,181,1243,5/9/17,8,2,130.7671639,,,,
4239,CN,treatment,5455,Web,458,2064,5/9/17,5,3,0,,,,
2623,US,control,5465,Web,297,2723,5/9/17,6,1,129.8540765,,,,
9388,US,control,5467,Web,302,1423,5/9/17,5,0,0,,,,
8299,GB,control,5474,Ios,238,1852,5/9/17,2,1,0,,,,
5783,US,control,5478,Ios,320,2347,5/9/17,8,2,0,,,,
1666,US,control,5516,Ios,216,2989,5/9/17,3,0,0,,,,
7638,US,treatment,5520,Ios,280,1004,5/9/17,1,0,0,,,,
2746,US,control,5524,Other,242,2731,5/9/17,7,0,0,,,,
1455,US,treatment,5532,Other,143,2066,5/9/17,3,0,0,,,,
1717,US,control,5533,Other,180,2307,5/9/17,5,1,0,,,,
6239,US,control,5538,Ios,464,1234,5/9/17,4,1,0,,,,
5542,GB,treatment,5549,Android,173,1902,5/9/17,7,1,0,,,,
8847,CN,treatment,5553,Web,391,2502,5/9/17,6,2,119.0831518,,,,
3084,US,control,5560,Android,137,1284,5/9/17,3,0,0,,,,
7432,GB,treatment,5595,Web,337,2096,5/9/17,3,0,0,,,,
1016,GB,treatment,5601,Android,224,1393,5/9/17,5,2,0,,,,
8977,CN,control,5608,Web,166,2929,5/9/17,8,1,0,,,,
6826,CN,treatment,5613,Ios,223,2857,5/9/17,3,0,0,,,,
7524,CA,control,5626,Web,236,1776,5/9/17,7,4,98.86682753,,,,
7913,GB,control,5634,Web,414,2521,5/9/17,6,1,0,,,,
6397,GB,treatment,5659,Web,433,1666,5/9/17,5,2,0,,,,
3330,US,treatment,5665,Android,460,1346,5/9/17,4,1,111.3796358,,,,
6589,CA,control,5677,Android,239,2896,5/9/17,5,1,0,,,,
9326,US,control,5680,Android,165,1772,5/9/17,3,0,0,,,,
1782,US,control,5690,Other,162,1046,5/9/17,5,2,68.36098421,,,,
7086,CN,control,5714,Other,187,2726,5/9/17,4,0,0,,,,
8687,CN,control,5714,Other,243,2089,5/9/17,4,2,0,,,,
3523,CA,control,5715,Other,457,2877,5/9/17,7,1,0,,,,
9605,CN,control,5731,Android,194,2192,5/9/17,2,0,0,,,,
4211,US,treatment,5733,Android,313,1221,5/9/17,5,1,0,,,,
1357,CN,treatment,5745,Web,444,2250,5/9/17,7,3,0,,,,
5437,GB,control,5756,Web,145,1008,5/9/17,6,0,0,,,,
5352,CN,control,5771,Other,465,1288,5/9/17,6,3,0,,,,
9413,CA,treatment,5779,Ios,214,2893,5/9/17,8,3,0,,,,
5077,US,treatment,5786,Ios,398,2955,5/9/17,8,3,0,,,,
8555,US,control,5828,Android,292,2967,5/9/17,7,1,0,,,,
3252,US,control,5836,Android,452,1450,5/9/17,6,0,0,,,,
8289,CA,treatment,5853,Android,340,2288,5/9/17,4,0,0,,,,
3040,CA,treatment,5866,Android,300,2015,5/9/17,6,3,0,,,,
8943,US,control,5871,Android,493,1033,5/9/17,7,0,0,,,,
2381,US,treatment,5897,Android,186,2605,5/9/17,5,1,0,,,,
3728,CA,treatment,5898,Ios,410,2680,5/9/17,11,3,0,,,,
2718,GB,control,5902,Web,473,1595,5/9/17,3,1,0,,,,
8747,US,treatment,5910,Web,163,2520,5/9/17,7,2,105.8921102,,,,
5474,US,control,5914,Other,204,2783,5/9/17,5,1,0,,,,
NA,CN,treatment,5919,Other,397,2416,5/9/17,1,1,0,,,,
NA,GB,control,5921,Ios,461,1686,5/9/17,5,2,0,,,,
9808,US,treatment,5937,Web,413,2527,5/9/17,4,0,0,,,,
2245,CA,treatment,5942,Android,385,2395,5/9/17,6,0,0,,,,
2450,GB,control,5944,Android,336,2776,5/9/17,4,1,0,,,,
4148,CA,treatment,5951,Web,343,1525,5/9/17,3,0,0,,,,
4427,US,control,5952,Android,451,2314,5/9/17,5,1,0,,,,
3538,US,control,6005,Ios,355,2229,5/9/17,6,1,0,,,,
6030,US,treatment,6014,Web,281,2932,5/9/17,2,1,102.3527599,,,,
3539,US,treatment,6028,Web,417,1737,5/9/17,10,3,0,,,,
8279,CA,control,6035,Web,184,2661,5/9/17,3,0,0,,,,
1388,CA,control,6036,Android,274,2880,5/9/17,9,1,0,,,,
6608,CA,treatment,6051,Other,175,2387,5/9/17,6,2,0,,,,
1849,US,control,6055,Other,150,2079,5/9/17,9,0,0,,,,
8838,US,control,6082,Android,406,1934,5/9/17,5,0,0,,,,
7389,CN,treatment,6106,Web,111,1043,5/9/17,9,2,0,,,,
2488,CA,treatment,6117,Android,285,1139,5/9/17,5,1,0,,,,
8848,GB,treatment,6134,Web,372,1195,5/9/17,11,1,0,,,,
8443,US,control,6143,Ios,236,2343,5/9/17,7,0,0,,,,
6017,US,treatment,6177,Web,447,2893,5/9/17,3,0,0,,,,
8792,US,treatment,6180,Ios,251,1504,5/9/17,4,2,0,,,,
3249,US,control,6185,Other,462,2083,5/9/17,2,1,0,,,,
6534,US,treatment,6186,Android,284,2410,5/9/17,5,1,0,,,,
7069,CN,control,6212,Other,431,2311,5/9/17,3,1,0,,,,
1742,CN,treatment,6248,Other,259,2758,5/9/17,6,0,0,,,,
8952,US,control,6249,Other,138,2643,5/9/17,3,0,0,,,,
3677,US,control,6262,Ios,209,1837,5/9/17,8,2,86.50314508,,,,
4542,US,treatment,6285,Android,339,1853,5/9/17,4,0,0,,,,
7895,US,treatment,6288,Android,438,2651,5/9/17,5,0,0,,,,
8755,US,control,6290,Web,397,2288,5/9/17,6,2,122.0568988,,,,
7900,US,treatment,6320,Other,470,1347,5/9/17,6,1,132.1706228,,,,
3210,US,control,6322,Web,150,1276,5/9/17,7,2,0,,,,
8957,US,treatment,6344,Ios,111,1080,5/9/17,9,2,0,,,,
7080,US,treatment,6355,Android,244,1443,5/9/17,5,1,0,,,,
4162,GB,treatment,6369,Ios,102,2547,5/9/17,5,3,98.27244242,,,,
7838,US,control,6371,Android,286,2563,5/9/17,9,2,0,,,,
4762,US,treatment,6375,Other,407,2254,5/9/17,5,1,0,,,,
1083,US,treatment,6383,Android,415,2239,5/9/17,5,1,0,,,,
2091,GB,treatment,6394,Android,235,1197,5/9/17,4,0,0,,,,
5551,CN,treatment,6396,Other,111,2736,5/9/17,7,2,0,,,,
2254,CN,treatment,6422,Other,136,2753,5/9/17,10,3,75.42857823,,,,
9230,US,control,6424,Other,413,2508,5/9/17,9,0,0,,,,
7798,GB,control,6431,Android,431,1092,5/9/17,10,0,0,,,,
2899,US,treatment,6449,Ios,417,1223,5/9/17,7,3,0,,,,
1839,US,treatment,6452,Other,110,2733,5/9/17,8,2,136.525521,,,,
4354,US,treatment,6453,Ios,101,1798,5/9/17,6,0,0,,,,
7254,US,control,6460,Ios,459,1758,5/9/17,4,1,0,,,,
6962,CN,treatment,6469,Ios,268,1655,5/9/17,4,2,0,,,,
9295,GB,control,6483,Other,381,2917,5/9/17,6,1,0,,,,
6661,CN,control,6488,Other,354,2777,5/9/17,6,0,0,,,,
6064,US,treatment,6517,Android,107,2888,5/9/17,3,0,0,,,,
8507,US,control,6518,Web,360,2342,5/9/17,2,1,0,,,,
2999,US,treatment,6521,Other,200,1070,5/9/17,5,0,0,,,,
6683,CA,treatment,6524,Android,190,1340,5/9/17,5,1,0,,,,
5546,CA,treatment,6526,Ios,445,1465,5/9/17,5,1,0,,,,
9336,US,treatment,6528,Android,148,1745,5/9/17,2,0,0,,,,
3125,CA,treatment,6530,Web,452,1514,5/9/17,6,2,0,,,,
7338,CN,control,6554,Android,271,2369,5/9/17,8,3,0,,,,
9441,US,treatment,6563,Web,499,1283,5/9/17,4,2,0,,,,
6800,CA,control,6577,Ios,251,1381,5/9/17,4,0,0,,,,
1535,CA,control,6579,Android,202,1704,5/9/17,2,0,0,,,,
7718,US,treatment,6593,Android,163,2971,5/9/17,5,1,0,,,,
5388,CA,control,6608,Web,211,2398,5/9/17,7,2,0,,,,
1480,US,control,6623,Web,492,1075,5/9/17,3,0,0,,,,
6296,US,control,6649,Web,190,2061,5/9/17,3,1,0,,,,
6108,CN,control,6658,Other,192,1315,5/9/17,0,0,0,,,,
4864,US,control,6686,Android,225,2119,5/9/17,5,0,0,,,,
2085,CN,control,6689,Android,486,2589,5/9/17,3,0,0,,,,
5351,CN,treatment,6695,Other,270,2780,5/9/17,6,1,0,,,,
7530,GB,control,6696,Android,443,1118,5/9/17,7,1,143.6785477,,,,
3285,CA,control,6704,Android,398,2341,5/9/17,4,1,0,,,,
8750,US,control,6708,Web,168,2258,5/9/17,7,2,0,,,,
4667,US,control,6711,Web,129,2320,5/9/17,3,0,0,,,,
2491,US,treatment,6713,Ios,295,1036,5/9/17,5,2,0,,,,
6398,US,treatment,6714,Android,244,1589,5/9/17,5,0,0,,,,
9019,US,control,6718,Android,346,2036,5/9/17,10,2,104.3254356,,,,
8814,GB,control,6719,Web,346,2369,5/9/17,8,2,0,,,,
8215,GB,control,6734,Other,187,1538,5/9/17,5,1,0,,,,
7707,CN,control,6743,Android,139,2139,5/9/17,6,2,72.22320021,,,,
2253,GB,control,6744,Web,465,2159,5/9/17,5,1,0,,,,
7157,CA,control,6746,Android,105,1731,5/9/17,4,0,0,,,,
4107,CA,treatment,6747,Ios,327,2865,5/9/17,7,3,0,,,,
9614,GB,control,6752,Android,168,2767,5/9/17,7,0,0,,,,
8067,GB,control,6765,Android,293,2140,5/9/17,5,1,0,,,,
4592,US,control,6771,Other,265,2294,5/9/17,5,1,116.4062701,,,,
9523,US,treatment,6772,Android,174,1083,5/9/17,3,0,0,,,,
1935,GB,control,6792,Web,491,2344,5/9/17,4,0,0,,,,
6937,US,control,6794,Web,263,1169,5/9/17,4,0,0,,,,
7728,GB,control,6807,Ios,369,2176,5/9/17,4,0,0,,,,
7444,CN,treatment,6828,Android,158,2558,5/9/17,1,0,0,,,,
2831,GB,control,6831,Other,391,2915,5/9/17,5,0,0,,,,
4559,CN,control,6837,Android,264,1398,5/9/17,7,2,0,,,,
NA,US,treatment,6853,Android,446,1920,5/9/17,5,1,0,,,,
4024,GB,treatment,6864,Ios,290,1062,5/9/17,2,0,0,,,,
7515,CN,control,6880,Other,378,1923,5/9/17,6,2,0,,,,
5808,CA,control,6889,Web,160,1102,5/9/17,9,3,179.5402862,,,,
9679,CN,treatment,6896,Web,439,1870,5/9/17,5,1,0,,,,
3670,CA,treatment,6925,Other,217,2581,5/9/17,4,1,0,,,,
3909,US,treatment,6926,Android,152,1285,5/9/17,10,2,0,,,,
3059,CN,control,6937,Android,321,2034,5/9/17,7,0,0,,,,
3110,CA,control,6945,Other,277,2697,5/9/17,2,0,0,,,,
1386,CA,treatment,6947,Web,373,1140,5/9/17,6,5,0,,,,
5822,US,control,6948,Android,219,1695,5/9/17,4,2,0,,,,
7765,US,treatment,6951,Web,474,1993,5/9/17,1,1,0,,,,
1376,CN,treatment,6955,Android,397,2456,5/9/17,6,2,0,,,,
2801,US,treatment,6963,Other,475,2387,5/9/17,3,0,0,,,,
4714,CN,control,6972,Ios,353,2976,5/9/17,5,1,0,,,,
5407,US,control,6979,Other,337,1997,5/9/17,2,0,0,,,,
2579,CA,control,6980,Ios,136,2073,5/9/17,10,0,0,,,,
5020,CN,control,6984,Ios,231,1338,5/9/17,8,3,0,,,,
5969,CA,control,7019,Ios,460,1852,5/9/17,3,2,0,,,,
4344,US,control,7022,Android,164,1061,5/9/17,7,2,116.0698942,,,,
4593,US,control,7044,Android,360,1139,5/9/17,2,0,0,,,,
3139,GB,treatment,7045,Android,123,2096,5/9/17,4,0,0,,,,
2544,GB,control,7053,Ios,391,1957,5/9/17,5,3,0,,,,
7099,CA,treatment,7063,Ios,412,2741,5/9/17,5,1,0,,,,
2121,US,control,7064,Android,402,1843,5/9/17,3,1,0,,,,
8816,US,control,7066,Web,250,1521,5/9/17,7,1,0,,,,
5628,US,treatment,7075,Android,162,2565,5/9/17,4,0,0,,,,
2671,US,control,7083,Android,160,1931,5/9/17,3,0,0,,,,
5159,US,control,7086,Android,168,2810,5/9/17,7,1,0,,,,
5845,CN,control,7092,Other,140,1237,5/9/17,2,0,0,,,,
4151,CN,control,7097,Web,212,1369,5/9/17,4,2,0,,,,
1859,CN,treatment,7105,Web,222,2936,5/9/17,7,0,0,,,,
